timestamp,datetime,date,price_usd,volume_usd,market_cap_usd,source,price_change_pct,volume_change_pct,dao,proposal_id,proposal_title,activist_score,detection_methods,detection_summary,top_voter_percentage,proposer_percentage,total_votes,proposal_state,proposal_author,proposal_created
1737158400000,2025-01-17 19:00:00,2025-01-17,3.11488112853209,89011470.74053253,192078880.59507033,coingecko,,,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737244800000,2025-01-18 19:00:00,2025-01-18,2.8700707759353814,47605072.573386386,177097075.73611817,coingecko,-7.859380261874616,-46.518047418680844,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737331200000,2025-01-19 19:00:00,2025-01-19,2.7056899478791254,28872005.37742979,167522487.89429358,coingecko,-5.7274137430524785,-39.350989680938575,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737417600000,2025-01-20 19:00:00,2025-01-20,2.696053946114278,24403246.662628625,165879253.37865886,coingecko,-0.3561384323580996,-15.477825860667593,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737504000000,2025-01-21 19:00:00,2025-01-21,2.7200746263518187,16508799.7814763,167653249.201068,coingecko,0.8909569584896859,-32.349986009205736,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737590400000,2025-01-22 19:00:00,2025-01-22,2.635793702183806,11403666.463562442,162650584.41191405,coingecko,-3.098478378185199,-30.92370969113135,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737676800000,2025-01-23 19:00:00,2025-01-23,2.652588837454303,16883637.52775791,163694285.61850235,coingecko,0.6371946050474975,48.05446635698563,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737763200000,2025-01-24 19:00:00,2025-01-24,2.602698120437695,12530042.963678489,160556366.54445535,coingecko,-1.8808311454891036,-25.785880305247012,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737849600000,2025-01-25 19:00:00,2025-01-25,2.5684514986636353,10342174.161281822,158702098.7930789,coingecko,-1.3158122912964032,-17.460984042423156,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
1737936000000,2025-01-26 19:00:00,2025-01-26,2.4748637171195385,9805692.389309209,152739625.59648514,coingecko,-3.6437433836220223,-5.18732099852901,balancer.eth,0x9b30b21e4a0a658cda58b51076239503cbbcadd5e199d76d6f8f566b369e3861,[BIP-816] Enable PRL/wETH 80/20 Gauges with a 2% cap (Ethereum & Base),0.4,pattern_matching_governance_change|sentiment_analysis|structural_analysis,multi_method_3,0,0,0,closed,0xff0281256B2A478905B79895c1A2038A679E1751,1744894350.0
