timestamp,datetime,date,price_usd,volume_usd,market_cap_usd,source,price_change_pct,volume_change_pct,proposal_id,dao,proposal_title,proposal_start,proposal_end,activist_score,detection_methods,days_from_proposal
1745625600000,2025-04-25 20:00:00,2025-04-25,0.19520292093001168,24882777.493912604,270424657.0378447,coingecko,2.2882487084948666,17.258113106092445,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-38
1745712000000,2025-04-26 20:00:00,2025-04-26,0.20517750619803013,36349449.01443975,284380590.36318815,coingecko,5.109854514725609,46.082763563401976,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-37
1745798400000,2025-04-27 20:00:00,2025-04-27,0.19940051561562483,34953151.35543426,276394466.85732603,coingecko,-2.815606198483356,-3.8413172602721146,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-36
1745884800000,2025-04-28 20:00:00,2025-04-28,0.20441609109556722,31136347.80831954,283261678.6263715,coingecko,2.515327236971987,-10.919769460275896,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-35
1745971200000,2025-04-29 20:00:00,2025-04-29,0.206098107607432,33197497.548889093,285299037.6083503,coingecko,0.8228395831512136,6.619754356735519,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-34
1746057600000,2025-04-30 20:00:00,2025-04-30,0.20645807497742502,17491732.62165837,286162771.5143203,coingecko,0.1746582606564573,-47.31008686453324,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-33
1746144000000,2025-05-01 20:00:00,2025-05-01,0.2088126576706618,18588657.578037616,289365844.5299288,coingecko,1.1404652947065497,6.271105213562578,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-32
1746230400000,2025-05-02 20:00:00,2025-05-02,0.20943044883844428,17389441.921751823,290333778.2489348,coingecko,0.29585906078397617,-6.451330071853379,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-31
1746316800000,2025-05-03 20:00:00,2025-05-03,0.19870806068885072,12785883.094037114,275496413.5795875,coingecko,-5.119784734771238,-26.47329827161552,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-30
1746403200000,2025-05-04 20:00:00,2025-05-04,0.19310406575598932,16075488.824369866,267494963.96693176,coingecko,-2.820215200850096,25.728420212655536,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-29
