timestamp,datetime,date,price_usd,volume_usd,high_usd,low_usd,open_usd,source,price_change_pct,volume_change_pct,proposal_id,dao,proposal_title,proposal_start,proposal_end,activist_score,detection_methods,days_from_proposal
1716249600000,2024-05-21,2024-05-21,12.360809326171875,5892657.382781982,12.481425285339355,12.335126876831055,12.335126876831055,yahoo_finance,,,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-91
1716336000000,2024-05-22,2024-05-22,12.398308753967285,3633981.490714073,12.43325138092041,12.360754013061523,12.360809326171875,yahoo_finance,0.3033735640271651,-38.330344789222515,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-90
1716422400000,2024-05-23,2024-05-23,12.42170524597168,4447107.116815567,12.445751190185547,12.365537643432617,12.398308753967285,yahoo_finance,0.1887071250496808,22.375612759153473,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-89
1716508800000,2024-05-24,2024-05-24,12.41537857055664,2992180.7277755737,12.460176467895508,12.397565841674805,12.42170524597168,yahoo_finance,-0.05093242264052611,-32.71624340998155,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-88
1716595200000,2024-05-25,2024-05-25,12.348573684692383,3779293.3247737885,12.423921585083008,12.316990852355957,12.41537857055664,yahoo_finance,-0.5380817466386967,26.305650246713697,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-87
1716681600000,2024-05-26,2024-05-26,12.355955123901367,651999.0399780273,12.361294746398926,12.333622932434082,12.348573684692383,yahoo_finance,0.059775642090031944,-82.74812289101553,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-86
1716768000000,2024-05-27,2024-05-27,12.343045234680176,1443667.2567386627,12.379898071289062,12.34232234954834,12.355955123901367,yahoo_finance,-0.10448313458356617,121.42168442262044,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-85
1716854400000,2024-05-28,2024-05-28,12.229716300964355,1676009.2407493591,12.352567672729492,12.205065727233887,12.343045234680176,yahoo_finance,-0.9181602397226984,16.093873635090404,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-84
1716940800000,2024-05-29,2024-05-29,12.174532890319824,359745.2723760605,12.23890495300293,12.174532890319824,12.229716300964355,yahoo_finance,-0.45122396371680695,-78.53560328729363,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-83
1717027200000,2024-05-30,2024-05-30,12.31771469116211,2682958.3900260925,12.353556632995605,12.174532890319824,12.174532890319824,yahoo_finance,1.1760763401126528,645.793925881382,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-82
1717113600000,2024-05-31,2024-05-31,12.28841495513916,896132.6606035233,12.322458267211914,12.256263732910156,12.31771469116211,yahoo_finance,-0.23786665593067413,-66.59908465465213,0x413eb8b7fb4a721c7f16b468ccc50e1d9fd15132be6dc545784b3656373a5ddf,olympusdao.eth,OIP-164: Post Framework RBS Configuration Changes,2024-08-19 12:24:52,2024-08-29 12:24:52,0.18,"['sentiment_analysis', 'structural_analysis', 'title_analysis']",-81
